intent,question,status,reason,response_text,error
ask_company_job_roles (14 variations),fresher roles at [Flipkart](company),request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_job_roles (14 variations),[Oracle](company) designations for freshers,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_job_roles (14 variations),what can I become at [HCL](company)?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_job_roles (14 variations),[Cognizant](company) entry level roles,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_overview (1 variations),Tell me about Amazon.,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_preparation (21 variations),How should I prepare for [Amazon](company)?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_preparation (21 variations),What topics should I study for [Google](company)?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_preparation (21 variations),What should I focus on for [Microsoft](company) interview?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_preparation (21 variations),What preparation is needed for [Adobe](company)?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_preparation (21 variations),How can I prepare for [Zoho](company) placement?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_preparation (21 variations),What should I study for [Infosys](company)?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_preparation (21 variations),How to prepare for [TCS](company) interview?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_preparation (21 variations),What topics should I study for [IBM](company)?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_preparation (21 variations),How to prepare for [Accenture](company) placements?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_preparation (21 variations),What should I study for [Wipro](company) interview?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_preparation (21 variations),prep guide for [Flipkart](company),request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_preparation (21 variations),how do I crack [Oracle](company)?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_preparation (21 variations),study plan for [HCL](company),request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_preparation (21 variations),preparation for [Razorpay](company),request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_preparation (21 variations),what to focus on [Cognizant](company),request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_preparation (21 variations),[Capgemini](company) how to prepare,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_preparation (21 variations),[Netflix](company) preparation topics,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_preparation (21 variations),what should I learn for [Swiggy](company)?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_preparation (21 variations),topics to cover for [Zomato](company),request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_preparation (21 variations),how to crack [Amazon](company) interview?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_preparation (21 variations),what areas to cover for [Google](company) placement?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_tier (1 variations),What tier is Google in?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_tier_info (15 variations),What does Tier-1 mean for [Amazon](company)?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_tier_info (15 variations),What tier is [Amazon](company)?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_tier_info (15 variations),Is [Google](company) a Tier 1 company?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_tier_info (15 variations),Is [Infosys](company) a Tier 2 company?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_tier_info (15 variations),Is [Microsoft](company) a top company?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_tier_info (15 variations),What tier is [Accenture](company)?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_tier_info (15 variations),Is [Adobe](company) Tier 1?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_tier_info (15 variations),What tier company is [TCS](company)?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_tier_info (15 variations),Is [Zoho](company) a Tier 1 company?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_tier_info (15 variations),What tier is [IBM](company)?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
